15233 58644
14555 3254 0.0833333
13192 2243 0.0588235
2497 7594 0.111111
9325 312 0.030303
9325 8280 0.111111
9325 12989 0.0833333
312 8280 0.111111
312 12989 0.0833333
8280 12989 0.0833333
11226 941 0.111111
11226 12977 0.166667
11226 10298 0.0555556
941 12977 0.166667
941 10298 0.0555556
12977 10298 0.0555556
7780 14556 0.9
14557 1758 0.0714286
140 2551 0.0625
140 13926 0.2
140 14558 0.333333
2551 13926 0.2
2551 14558 0.333333
13926 14558 0.333333
13114 6194 0.25
13114 13115 0.111111
6194 13115 0.111111
5239 2799 0.05
5885 2423 0.5
10755 6322 0.25
8523 4133 0.111111
8523 14559 0.5
4133 14559 0.5
204 390 0.9
1190 12789 0.333333
9002 3939 0.0588235
12777 765 0.0263158
12777 412 0.00900901
765 412 0.00900901
14560 444 0.0384615
1529 13805 0.5
6337 3664 0.25
11027 75 0.111111
11027 77 0.0116279
11027 6723 0.0555556
75 77 0.0116279
75 6723 0.0555556
77 6723 0.0555556
14561 14562 0.9
2537 375 0.0333333
14563 1589 0.0384615
14563 6684 0.0588235
1589 6684 0.0588235
11146 11147 0.333333
1748 10179 0.25
4701 2177 0.0294118
13933 13578 0.5
13933 13579 0.333333
13933 409 0.0357143
13578 13579 0.333333
13578 409 0.0357143
13579 409 0.0357143
1842 92 0.027027
1842 3670 0.0909091
1842 511 0.0344828
92 3670 0.0909091
92 511 0.0344828
3670 511 0.0344828
4188 3770 0.027027
12114 12115 0.5
8255 8256 0.05
8255 14552 0.25
8255 6483 0.0769231
8255 14553 0.125
8255 10807 0.037037
8256 14552 0.25
8256 6483 0.0769231
8256 14553 0.125
8256 10807 0.037037
14552 6483 0.0769231
14552 14553 0.125
14552 10807 0.037037
6483 14553 0.125
6483 10807 0.037037
14553 10807 0.037037
14564 613 0.0217391
14564 6102 0.0416667
613 6102 0.0416667
3500 11765 0.166667
11044 10746 0.9
8500 12122 0.0833333
8500 10319 0.0344828
12122 10319 0.0344828
13221 4446 0.125
421 422 0.05
421 4039 0.04
421 423 0.027027
421 1103 0.0120482
422 4039 0.04
422 423 0.027027
422 1103 0.0120482
4039 423 0.027027
4039 1103 0.0120482
423 1103 0.0120482
1730 7453 0.0555556
251 4471 0.05
3673 13087 0.5
3673 14565 0.5
13087 14565 0.5
14566 1758 0.0714286
14566 13311 0.333333
1758 13311 0.333333
2409 412 0.00900901
7655 76 0.0147059
7655 11965 0.25
76 11965 0.25
2066 2293 0.0909091
2066 2937 0.333333
2066 2294 0.0454545
2293 2937 0.333333
2293 2294 0.0454545
2937 2294 0.0454545
8500 12122 0.0833333
8500 10319 0.0344828
12122 10319 0.0344828
2731 14567 0.9
10627 4319 0.125
10627 4320 0.0555556
10627 1208 0.037037
4319 4320 0.0555556
4319 1208 0.037037
4320 1208 0.037037
11118 2002 0.0555556
11118 11502 0.5
11118 11503 0.142857
2002 11502 0.5
2002 11503 0.142857
11502 11503 0.142857
99 2161 0.0285714
12664 11626 0.0625
1689 515 0.0769231
1689 13328 0.0909091
1689 13329 0.0555556
515 13328 0.0909091
515 13329 0.0555556
13328 13329 0.0555556
6122 13313 0.5
6122 2955 0.04
13313 2955 0.04
5370 196 0.0833333
5370 56 0.0181818
196 56 0.0181818
516 12085 0.0714286
954 11880 0.25
1662 1146 0.0625
1662 1545 0.0434783
1146 1545 0.0434783
722 8863 0.111111
722 11881 0.166667
8863 11881 0.166667
287 953 0.0185185
5335 74 0.0416667
10 1525 0.04
10 12 0.0138889
1525 12 0.0138889
777 646 0.0175439
12345 1587 0.0434783
12345 12346 0.142857
1587 12346 0.142857
14568 4693 0.142857
14569 14570 0.9
6801 230 0.0212766
6801 1870 0.0232558
230 1870 0.0232558
14571 2935 0.1
14571 4540 0.0588235
2935 4540 0.0588235
2622 606 0.0138889
2622 613 0.0217391
606 613 0.0217391
14572 14573 0.9
1 1038 0.0416667
76 1492 0.0138889
3684 14574 0.9
14575 144 0.2
9845 12959 0.1
3736 9081 0.0714286
3212 8608 0.0909091
3212 2841 0.0454545
3212 12980 0.25
8608 2841 0.0454545
8608 12980 0.25
2841 12980 0.25
4164 11161 0.9
4164 1729 0.0588235
11161 1729 0.0588235
482 10521 0.2
9242 14576 0.9
3322 14577 0.9
14578 14579 0.9
14580 11668 0.25
14580 10440 0.0555556
11668 10440 0.0555556
14581 14582 0.9
10821 10822 0.142857
14580 11668 0.25
14580 10440 0.0555556
11668 10440 0.0555556
13975 12476 0.9
13975 12477 0.333333
12476 12477 0.333333
14096 14097 0.25
6382 14583 0.9
6382 14584 0.5
6382 14585 0.333333
14583 14584 0.5
14583 14585 0.333333
14584 14585 0.333333
14096 14097 0.25
13863 2753 0.2
13863 2038 0.037037
2753 2038 0.037037
13233 13234 0.5
9249 14586 0.9
9249 14587 0.5
14586 14587 0.5
12717 8556 0.2
12385 6252 0.0769231
12482 2674 0.2
12029 14588 0.9
12719 12720 0.5
14589 7984 0.0555556
14589 10119 0.5
7984 10119 0.5
14590 14591 0.9
10947 14592 0.9
9590 3458 0.9
14593 4488 0.9
14593 14594 0.5
4488 14594 0.5
14595 14596 0.9
14595 14597 0.5
14596 14597 0.5
5022 14598 0.9
7139 14599 0.9
7139 7268 0.125
14599 7268 0.125
13488 13487 0.9
14118 14119 0.5
3978 14600 0.5
3978 10691 0.142857
14600 10691 0.142857
2462 11442 0.2
2462 14601 0.5
11442 14601 0.5
9129 14602 0.9
9255 14603 0.9
9290 9781 0.111111
6626 6627 0.0769231
7537 10128 0.0666667
5161 11913 0.111111
5161 10854 0.25
11913 10854 0.25
7537 11450 0.5
7720 3462 0.0909091
854 14604 0.9
3009 6070 0.142857
3009 14014 0.25
6070 14014 0.25
14605 6513 0.166667
14606 14607 0.9
14606 6641 0.1
14606 6515 0.1
14607 6641 0.1
14607 6515 0.1
6641 6515 0.1
4519 7727 0.25
4519 10026 0.333333
4519 6072 0.0322581
7727 10026 0.333333
7727 6072 0.0322581
10026 6072 0.0322581
10028 3138 0.0416667
10028 14608 0.5
10028 12055 0.2
3138 14608 0.5
3138 12055 0.2
14608 12055 0.2
14609 5628 0.142857
14610 14611 0.9
14612 7635 0.5
8454 851 0.2
14613 13152 0.9
14613 6754 0.05
13152 6754 0.05
9420 6274 0.142857
14614 14615 0.5
14614 8330 0.142857
14614 10472 0.125
14615 8330 0.142857
14615 10472 0.125
8330 10472 0.125
8817 11202 0.333333
3130 12511 0.5
3130 12512 0.142857
12511 12512 0.142857
13512 13513 0.333333
14616 14617 0.9
14618 8706 0.9
10362 10363 0.333333
13772 14619 0.9
13772 13773 0.25
14619 13773 0.25
14620 14621 0.9
10278 14622 0.9
13062 14623 0.9
13062 14624 0.5
14623 14624 0.5
12404 8467 0.166667
14625 14626 0.9
14627 14628 0.9
14629 14630 0.9
13784 13783 0.9
13783 13784 0.5
12644 12645 0.5
14631 14632 0.9
14631 11859 0.1
14632 11859 0.1
14633 2015 0.142857
13696 13100 0.333333
13696 14634 0.5
13100 14634 0.5
13465 1594 0.0909091
13465 3792 0.0454545
1594 3792 0.0454545
5098 3140 0.0909091
5098 2491 0.03125
5098 14635 0.333333
3140 2491 0.03125
3140 14635 0.333333
2491 14635 0.333333
8297 14636 0.9
1267 3391 0.0714286
37 14313 0.5
11401 13318 0.333333
13694 11135 0.166667
13694 382 0.0140845
11135 382 0.0140845
14637 6808 0.0588235
10396 14638 0.9
67 3078 0.0714286
67 3079 0.125
3078 3079 0.125
8757 1282 0.0384615
4426 37 0.0526316
4426 11345 0.111111
37 11345 0.111111
1043 7584 0.25
12821 12822 0.111111
14639 13926 0.2
2537 375 0.0333333
13192 2243 0.0588235
474 14278 0.5
474 131 0.00411523
14278 131 0.00411523
11897 12546 0.5
9576 10783 0.125
9576 10769 0.125
9576 10784 0.0555556
10783 10769 0.125
10783 10784 0.0555556
10769 10784 0.0555556
124 10759 0.166667
295 12218 0.333333
9741 4784 0.0833333
9741 9736 0.0833333
4784 9736 0.0833333
10 1525 0.04
10 12 0.0138889
1525 12 0.0138889
6237 10535 0.2
6237 3028 0.0454545
10535 3028 0.0454545
4669 74 0.0416667
4669 12117 0.111111
74 12117 0.111111
3663 14640 0.9
12545 159 0.0175439
875 100 0.00662252
5998 12761 0.2
8301 415 0.0208333
14205 650 0.0714286
14205 3791 0.02
650 3791 0.02
219 13453 0.9
219 14641 0.333333
13453 14641 0.666667
8739 11648 0.25
11999 9753 0.5
11601 11602 0.333333
9637 9639 0.333333
9637 9638 0.166667
9637 14642 0.333333
9639 9638 0.166667
9639 14642 0.333333
9638 14642 0.333333
14643 14644 0.9
37 14645 0.9
37 14153 0.25
14645 14153 0.25
7938 5540 0.0833333
1390 14646 0.9
14647 8257 0.5
14648 204 0.5
7949 8298 0.333333
1528 3247 0.030303
1663 1547 0.0188679
14649 415 0.0208333
251 4471 0.05
12678 10644 0.125
513 514 0.0185185
14650 12670 0.2
8631 4329 0.25
8631 4330 0.0526316
4329 4330 0.0526316
9359 12235 0.25
117 14651 0.2
2100 14652 0.9
28 482 0.0263158
5892 6571 0.0833333
5892 5661 0.0384615
6571 5661 0.0384615
6583 7951 0.05
6583 3247 0.030303
7951 3247 0.030303
3957 9187 0.9
3957 2648 0.166667
9187 2648 0.166667
1515 12243 0.2
1030 7244 0.0833333
1030 1031 0.027027
7244 1031 0.027027
2094 7925 0.142857
515 3654 0.0714286
4448 3682 0.0285714
419 4152 0.0952381
116 8038 0.166667
116 791 0.0222222
8038 791 0.0222222
335 99 0.00917431
1775 236 0.0232558
1775 1776 0.0185185
236 1776 0.0185185
11131 11754 0.9
3320 5896 0.1
3320 14653 0.25
5896 14653 0.25
3866 1775 0.0909091
3866 10527 0.125
1775 10527 0.125
8536 238 0.111111
14654 14655 0.9
14654 85 0.0277778
14655 85 0.0277778
3518 4900 0.037037
14656 6366 0.5
14656 41 0.0149254
14656 14657 0.333333
6366 41 0.0149254
6366 14657 0.333333
41 14657 0.333333
4433 1449 0.0172414
4433 3791 0.02
1449 3791 0.02
3552 2924 0.333333
3552 194 0.05
2924 194 0.05
4446 10067 0.25
4446 648 0.0625
10067 648 0.0625
1657 2382 0.2
1657 11654 0.125
1657 11883 0.333333
2382 11654 0.125
2382 11883 0.333333
11654 11883 0.333333
156 3786 0.333333
381 2519 0.2
1162 11095 0.5
1162 14658 0.5
11095 14658 0.5
6021 4252 0.047619
12336 85 0.0277778
11624 7070 0.0333333
7359 752 0.0192308
14294 9003 0.166667
14294 2019 0.0333333
14294 7465 0.047619
14294 14659 0.25
9003 2019 0.0333333
9003 7465 0.047619
9003 14659 0.25
2019 7465 0.047619
2019 14659 0.25
7465 14659 0.25
2927 5682 0.0232558
2927 7597 0.05
2927 5486 0.0169492
2927 7077 0.0217391
5682 7597 0.05
5682 5486 0.0169492
5682 7077 0.0217391
7597 5486 0.0169492
7597 7077 0.0217391
5486 7077 0.0217391
4444 6545 0.166667
1391 14660 0.9
2497 12091 0.333333
2497 8502 0.0909091
2497 2498 0.05
2497 7594 0.111111
12091 8502 0.0909091
12091 2498 0.05
12091 7594 0.111111
8502 2498 0.05
8502 7594 0.111111
2498 7594 0.111111
13949 8008 0.0769231
13561 709 0.0294118
624 625 0.030303
624 6305 0.142857
624 6095 0.0454545
625 6305 0.142857
625 6095 0.0454545
6305 6095 0.0454545
624 625 0.030303
11098 10522 0.2
11098 626 0.0149254
10522 626 0.0149254
9359 12235 0.25
14661 1988 0.0555556
129 7940 0.0625
129 6113 0.0294118
7940 6113 0.0294118
11090 11091 0.111111
11090 11092 0.0714286
11090 14662 0.333333
11091 11092 0.0714286
11091 14662 0.333333
11092 14662 0.333333
3488 1094 0.02
3488 7114 0.0333333
1094 7114 0.0333333
12798 1765 0.025
6920 8014 0.166667
1971 13436 0.9
1971 236 0.0232558
13436 236 0.0232558
7926 10311 0.0588235
7926 14663 0.5
10311 14663 0.5
110 802 0.142857
110 151 0.0416667
110 9200 0.25
802 151 0.0416667
802 9200 0.25
151 9200 0.25
2285 10542 0.2
13949 8008 0.0769231
14664 653 0.03125
14664 887 0.030303
14664 562 0.0113636
14664 481 0.0322581
653 887 0.030303
653 562 0.0113636
653 481 0.0322581
887 562 0.0113636
887 481 0.0322581
562 481 0.0322581
14665 6699 0.05
14665 1838 0.25
14665 6698 0.111111
6699 1838 0.25
6699 6698 0.111111
1838 6698 0.111111
4699 7369 0.0294118
4699 10757 0.1
7369 10757 0.1
14666 599 0.0204082
5335 5461 0.0666667
12455 1758 0.0714286
14667 14668 0.9
753 8023 0.333333
753 1783 0.0416667
8023 1783 0.0416667
753 5382 0.5
4161 14669 0.9
14670 7203 0.0909091
2833 444 0.0384615
12664 11626 0.0625
116 8038 0.166667
116 791 0.0222222
8038 791 0.0222222
740 10209 0.0833333
11636 3731 0.111111
13677 3148 0.0526316
13677 14671 0.25
3148 14671 0.25
12978 12979 0.25
12978 4878 0.0294118
12979 4878 0.0294118
11144 12827 0.5
1988 14661 0.9
4036 6563 0.05
4920 2086 0.037037
14672 3212 0.0909091
14672 969 0.2
14672 2841 0.0454545
3212 969 0.2
3212 2841 0.0454545
969 2841 0.0454545
3913 14673 0.9
7758 11746 0.166667
14674 11651 0.125
14674 14675 0.5
14674 14676 0.333333
11651 14675 0.5
11651 14676 0.333333
14675 14676 0.333333
6671 571 0.0909091
6088 1759 0.0434783
6088 14677 0.5
1759 14677 0.5
13114 6194 0.25
13114 13115 0.111111
6194 13115 0.111111
6088 1759 0.0434783
14678 14679 0.9
14678 14680 0.5
14678 307 0.0227273
14679 14680 0.5
14679 307 0.0227273
14680 307 0.0227273
308 958 0.111111
308 10098 0.0588235
958 10098 0.0588235
14681 13229 0.5
14681 14682 0.5
14681 14683 0.333333
13229 14682 0.5
13229 14683 0.333333
14682 14683 0.333333
2655 14684 0.333333
2655 2657 0.1
14684 2657 0.1
14685 14686 0.9
14685 14687 0.5
14685 14688 0.333333
14686 14687 0.5
14686 14688 0.333333
14687 14688 0.333333
14689 14690 0.9
14689 14691 0.5
14690 14691 0.5
14692 14693 0.9
14692 14694 0.5
14693 14694 0.5
10105 14695 0.9
10105 13001 0.25
10105 10106 0.0714286
10105 14696 0.25
14695 13001 0.25
14695 10106 0.0714286
14695 14696 0.25
13001 10106 0.0714286
13001 14696 0.25
10106 14696 0.25
13732 13733 0.2
13732 14697 0.5
13733 14697 0.5
14698 14699 0.9
14698 14700 0.5
14699 14700 0.5
14701 14702 0.9
14701 14703 0.5
14701 14704 0.333333
14702 14703 0.5
14702 14704 0.333333
14703 14704 0.333333
6819 14705 0.9
3696 14706 0.9
3696 14707 0.5
3696 14708 0.333333
14706 14707 0.5
14706 14708 0.333333
14707 14708 0.333333
7711 11179 0.5
7711 13611 0.25
7711 2333 0.0588235
11179 13611 0.25
11179 2333 0.0588235
13611 2333 0.0588235
2883 13379 0.5
10947 13743 0.333333
14709 14710 0.9
3707 14711 0.9
3707 3708 0.0909091
14711 3708 0.0909091
2761 12154 0.333333
12860 10445 0.333333
12860 7613 0.0769231
10445 7613 0.0769231
14712 9403 0.2
10122 14713 0.9
2680 688 0.0434783
2680 14714 0.333333
688 14714 0.333333
10127 14715 0.9
10127 10128 0.0666667
14715 10128 0.0666667
10581 1331 0.1
10581 1133 0.0555556
1331 1133 0.0555556
10852 14716 0.9
8806 9598 0.2
4083 14717 0.9
4083 9793 0.25
4083 1134 0.125
4083 4630 0.047619
14717 9793 0.25
14717 1134 0.125
14717 4630 0.047619
9793 1134 0.125
9793 4630 0.047619
1134 4630 0.047619
14126 6070 0.142857
12307 13894 0.142857
12628 5745 0.0769231
13282 11186 0.166667
12722 14718 0.9
12722 5745 0.0769231
14718 5745 0.0769231
10031 10866 0.2
7992 10712 0.9
7992 14719 0.5
10712 14719 0.5
12287 9908 0.05
14720 14721 0.9
14720 14722 0.5
14720 14723 0.333333
14721 14722 0.5
14721 14723 0.333333
14722 14723 0.333333
14724 14725 0.9
14726 14727 0.9
14726 14728 0.5
14727 14728 0.5
13407 14729 0.9
14730 11729 0.5
14731 14732 0.9
14731 14733 0.5
14732 14733 0.5
11946 11947 0.5
7561 14734 0.9
7561 12542 0.333333
7561 7563 0.111111
14734 12542 0.333333
14734 7563 0.111111
12542 7563 0.111111
14735 14736 0.9
14737 12942 0.5
14737 12943 0.2
12942 12943 0.2
14737 12942 0.5
14737 12943 0.2
12942 12943 0.2
14738 13668 0.5
14738 13669 0.166667
14738 7065 0.0833333
14738 14739 0.125
13668 13669 0.166667
13668 7065 0.0833333
13668 14739 0.125
13669 7065 0.0833333
13669 14739 0.125
7065 14739 0.125
4411 8486 0.2
9180 14740 0.9
9180 10167 0.25
14740 10167 0.25
14738 13668 0.5
14738 13669 0.166667
14738 7065 0.0833333
14738 14739 0.125
13668 13669 0.166667
13668 7065 0.0833333
13668 14739 0.125
13669 7065 0.0833333
13669 14739 0.125
7065 14739 0.125
9699 9700 0.25
9964 525 0.0333333
9964 12593 0.125
9964 8744 0.05
525 12593 0.125
525 8744 0.05
12593 8744 0.05
11358 437 0.166667
11358 10179 0.25
437 10179 0.25
6206 4572 0.142857
6206 6205 0.333333
4572 6205 0.333333
11144 12827 0.5
1159 10410 0.25
1159 11629 0.0434783
10410 11629 0.0434783
10932 8264 0.0833333
12962 9548 0.0769231
12962 1869 0.0147059
9548 1869 0.0147059
4543 8370 0.5
7762 2114 0.0217391
23 1272 0.0909091
12255 1852 0.047619
14741 3670 0.0909091
14741 14742 0.5
14741 120 0.027027
3670 14742 0.5
3670 120 0.027027
14742 120 0.027027
10307 14743 0.9
1159 651 0.0263158
14198 3070 0.0526316
8887 8605 0.125
8887 221 0.0116279
8605 221 0.0116279
6477 12573 0.125
6477 6492 0.142857
12573 6492 0.142857
8282 3488 0.0666667
8282 2385 0.0833333
3488 2385 0.0833333
512 1645 0.0294118
512 7104 0.0526316
1645 7104 0.0526316
8874 499 0.2
8874 14744 0.5
8874 500 0.0714286
499 14744 0.5
499 500 0.0714286
14744 500 0.0714286
7217 6002 0.0909091
9360 12446 0.166667
9360 6565 0.111111
9360 1969 0.0454545
12446 6565 0.111111
12446 1969 0.0454545
6565 1969 0.0454545
474 7097 0.25
474 1870 0.0232558
7097 1870 0.0232558
11896 14745 0.9
9208 236 0.0232558
9208 13450 0.125
236 13450 0.125
2405 12568 0.1
2977 140 0.333333
2977 1634 0.0454545
140 1634 0.0454545
14203 10752 0.166667
176 1495 0.111111
176 1524 0.0588235
1495 1524 0.0588235
6089 1209 0.0243902
1219 584 0.111111
14536 4434 0.166667
14536 14746 0.5
14536 3080 0.0588235
4434 14746 0.5
4434 3080 0.0588235
14746 3080 0.0588235
13182 14747 0.9
13182 7571 0.0769231
14747 7571 0.0769231
2803 833 0.0416667
2803 834 0.0188679
833 834 0.0188679
9349 800 0.025
3666 3667 0.0833333
11505 1458 0.0909091
12458 13833 0.9
13328 4683 0.333333
13328 13329 0.0555556
4683 13329 0.0555556
12089 948 0.142857
6358 517 0.0769231
548 440 0.0188679
14748 6894 0.0555556
744 639 0.00442478
11098 10522 0.2
11098 626 0.0149254
10522 626 0.0149254
2603 13419 0.166667
2603 14749 0.5
2603 13547 0.2
13419 14749 0.5
13419 13547 0.2
14749 13547 0.2
223 347 0.1
12575 12576 0.166667
12575 92 0.027027
12576 92 0.027027
12566 14750 0.9
826 5389 0.2
3632 2739 0.0588235
13085 2537 0.125
13085 375 0.0333333
2537 375 0.0333333
1747 6318 0.25
10649 1970 0.1
345 227 0.0192308
14751 583 0.9
797 60 0.0208333
797 6876 0.0555556
797 14297 0.111111
60 6876 0.0555556
60 14297 0.111111
6876 14297 0.111111
9487 9486 0.9
9487 7476 0.166667
9486 7476 0.166667
1987 8881 0.0625
14191 14069 0.5
14191 11494 0.25
14069 11494 0.25
3904 12440 0.5
3904 12441 0.125
12440 12441 0.125
1156 7231 0.0555556
797 60 0.0208333
797 6876 0.0555556
797 14297 0.111111
60 6876 0.0555556
60 14297 0.111111
6876 14297 0.111111
37 13312 0.166667
14088 2633 0.0625
14088 6891 0.0208333
2633 6891 0.0208333
1793 498 0.0142857
14752 635 0.03125
516 12085 0.0714286
14753 2602 0.142857
14753 7463 0.111111
2602 7463 0.111111
5220 10788 0.125
5220 5221 0.0222222
10788 5221 0.0222222
1517 14754 0.9
570 350 0.9
570 351 0.111111
350 351 0.111111
14755 542 0.2
86 14756 0.9
1175 8301 0.333333
1175 709 0.0294118
1175 12808 0.1
1175 8864 0.05
8301 709 0.0294118
8301 12808 0.1
8301 8864 0.05
709 12808 0.1
709 8864 0.05
12808 8864 0.05
13561 416 0.0294118
14157 469 0.333333
14157 56 0.0181818
14157 13559 0.1
14157 14158 0.125
14157 13560 0.0625
469 56 0.0181818
469 13559 0.1
469 14158 0.125
469 13560 0.0625
56 13559 0.1
56 14158 0.125
56 13560 0.0625
13559 14158 0.125
13559 13560 0.0625
14158 13560 0.0625
10172 12436 0.9
10172 136 0.0344828
12436 136 0.0344828
14757 14758 0.9
12426 14759 0.9
4433 1449 0.0172414
4433 3791 0.02
4433 2080 0.0357143
1449 3791 0.02
1449 2080 0.0357143
3791 2080 0.0357143
156 12103 0.333333
8024 13847 0.166667
8024 20 0.030303
13847 20 0.030303
4545 9363 0.0769231
4266 4897 0.333333
4266 13830 0.25
4897 13830 0.25
13698 3078 0.0714286
1039 14760 0.5
5235 396 0.0434783
5235 14761 0.2
396 14761 0.2
6494 100 0.00662252
4876 6478 0.25
4699 7369 0.0294118
4699 10757 0.1
7369 10757 0.1
5449 1521 0.0526316
5449 10208 0.333333
1521 10208 0.333333
7354 1869 0.0147059
11892 2091 0.1
11892 14762 0.5
2091 14762 0.5
4052 1188 0.05
14763 4906 0.9
1874 13088 0.9
1874 36 0.030303
13088 36 0.030303
3603 220 0.0833333
3603 567 0.0555556
220 567 0.0555556
3736 11342 0.142857
3736 1641 0.0714286
3736 13839 0.111111
11342 1641 0.0714286
11342 13839 0.111111
1641 13839 0.111111
11104 2830 0.0357143
14201 11360 0.1
167 14764 0.9
167 6353 0.2
14764 6353 0.2
8024 13847 0.166667
8024 20 0.030303
13847 20 0.030303
7004 6454 0.25
7004 7091 0.0833333
6454 7091 0.0833333
12249 12250 0.0909091
12249 14765 0.25
12250 14765 0.25
2619 2620 0.0714286
410 717 0.0666667
410 765 0.0263158
410 412 0.00900901
717 765 0.0263158
717 412 0.00900901
765 412 0.00900901
6481 14766 0.9
6481 3405 0.5
6481 14767 0.333333
6481 14768 0.25
6481 6482 0.0769231
14766 3405 0.5
14766 14767 0.333333
14766 14768 0.25
14766 6482 0.0769231
3405 14767 0.333333
3405 14768 0.25
3405 6482 0.0769231
14767 14768 0.25
14767 6482 0.0769231
14768 6482 0.0769231
14769 2075 0.05
14769 13094 0.25
2075 13094 0.25
6123 3675 0.04
6123 14770 0.5
3675 14770 0.5
4683 12572 0.333333
7201 10657 0.1
7201 12666 0.2
10657 12666 0.2
6347 2848 0.0454545
12457 13702 0.25
12457 2374 0.0357143
13702 2374 0.0357143
11365 545 0.0384615
11365 4907 0.0555556
11365 14189 0.111111
545 4907 0.0555556
545 14189 0.111111
4907 14189 0.111111
105 14771 0.9
105 7439 0.333333
105 457 0.0153846
14771 7439 0.333333
14771 457 0.0153846
7439 457 0.0153846
11127 6102 0.0416667
326 200 0.00943396
326 131 0.00411523
326 134 0.0125
200 131 0.00411523
200 134 0.0125
131 134 0.0125
1524 6452 0.0434783
14772 5123 0.2
14772 14773 0.5
5123 14773 0.5
10511 14774 0.9
2941 196 0.0833333
2941 9960 0.25
2941 13692 0.2
2941 118 0.0263158
196 9960 0.25
196 13692 0.2
196 118 0.0263158
9960 13692 0.2
9960 118 0.0263158
13692 118 0.0263158
12426 14775 0.9
733 1859 0.2
733 956 0.125
1859 956 0.125
267 11138 0.125
267 7962 0.0625
267 11981 0.25
267 12589 0.0714286
11138 7962 0.0625
11138 11981 0.25
11138 12589 0.0714286
7962 11981 0.25
7962 12589 0.0714286
11981 12589 0.0714286
5454 6998 0.5
5454 9991 0.0714286
6998 9991 0.0714286
11110 650 0.0714286
635 2634 0.0294118
14776 14777 0.9
1073 4550 0.25
7354 1869 0.0147059
5540 135 0.0227273
6583 2962 0.111111
1663 1869 0.0147059
14329 3174 0.05
3027 794 0.0666667
3027 9578 0.0909091
794 9578 0.0909091
5235 396 0.0434783
5235 14761 0.2
396 14761 0.2
4875 609 0.0769231
4875 8400 0.05
609 8400 0.05
12584 10311 0.0588235
12584 2807 0.0175439
10311 2807 0.0175439
7225 9001 0.142857
7225 6583 0.142857
7225 7951 0.05
9001 6583 0.142857
9001 7951 0.05
6583 7951 0.05
10062 12093 0.333333
10062 1256 0.03125
10062 9365 0.027027
12093 1256 0.03125
12093 9365 0.027027
1256 9365 0.027027
1405 11135 0.166667
1405 2526 0.037037
1405 332 0.0285714
1405 382 0.0140845
11135 2526 0.037037
11135 332 0.0285714
11135 382 0.0140845
2526 332 0.0285714
2526 382 0.0140845
332 382 0.0140845
7097 41 0.0149254
7687 2964 0.125
3877 3683 0.0178571
3877 4999 0.0625
3683 4999 0.0625
6877 1519 0.0666667
6877 14778 0.5
1519 14778 0.5
638 744 0.0384615
638 639 0.00442478
638 9334 0.0243902
744 639 0.00442478
744 9334 0.0243902
639 9334 0.0243902
583 653 0.03125
1551 14168 0.5
1551 340 0.125
14168 340 0.125
3303 770 0.0588235
3303 7 0.1
770 7 0.1
12444 10209 0.0833333
11776 12967 0.9
123 4545 0.0454545
13950 13951 0.5
14779 14780 0.9
14779 1755 0.0357143
14780 1755 0.0357143
871 14781 0.9
14782 14783 0.9
14782 649 0.0555556
14782 14784 0.333333
14782 11240 0.0555556
14782 1292 0.00900901
14782 8630 0.0163934
14783 649 0.0555556
14783 14784 0.333333
14783 11240 0.0555556
14783 1292 0.00900901
14783 8630 0.0163934
649 14784 0.333333
649 11240 0.0555556
649 1292 0.00900901
649 8630 0.0163934
14784 11240 0.0555556
14784 1292 0.00900901
14784 8630 0.0163934
11240 1292 0.00900901
11240 8630 0.0163934
1292 8630 0.0163934
3210 14785 0.333333
3210 375 0.0333333
14785 375 0.0333333
14786 14787 0.9
14786 14788 0.5
14786 14789 0.333333
14786 14790 0.25
14787 14788 0.5
14787 14789 0.333333
14787 14790 0.25
14788 14789 0.333333
14788 14790 0.25
14789 14790 0.25
14791 14792 0.9
14791 14793 0.5
14791 14794 0.333333
14792 14793 0.5
14792 14794 0.333333
14793 14794 0.333333
10105 10106 0.0714286
14795 13960 0.9
3099 10006 0.5
14796 14797 0.9
1707 13030 0.5
1707 13979 0.166667
1707 1706 0.0909091
13030 13979 0.166667
13030 1706 0.0909091
13979 1706 0.0909091
1707 13030 0.5
1707 13979 0.166667
1707 1706 0.0909091
13030 13979 0.166667
13030 1706 0.0909091
13979 1706 0.0909091
14352 14353 0.5
14352 14354 0.25
14353 14354 0.25
14096 7252 0.0909091
14096 7254 0.030303
7252 7254 0.030303
14798 13976 0.25
14221 14222 0.5
10226 10227 0.333333
10117 10118 0.333333
14799 14800 0.9
12608 4380 0.125
14801 14802 0.9
14803 14804 0.9
14805 12385 0.9
8322 14806 0.9
14806 8322 0.166667
13607 14807 0.9
13607 14808 0.5
13607 14809 0.333333
13607 14810 0.25
14807 14808 0.5
14807 14809 0.333333
14807 14810 0.25
14808 14809 0.333333
14808 14810 0.25
14809 14810 0.25
5945 14811 0.5
5599 14812 0.9
5599 5600 0.0666667
5599 5601 0.037037
14812 5600 0.0666667
14812 5601 0.037037
5600 5601 0.037037
5161 14813 0.9
5161 11913 0.111111
14813 11913 0.111111
7621 7622 0.0454545
6946 14814 0.9
6946 11823 0.333333
6946 1127 0.0909091
14814 11823 0.333333
14814 1127 0.0909091
11823 1127 0.0909091
682 687 0.2
13643 13644 0.5
9804 9605 0.5
9804 4520 0.0666667
